,image,caption,ko_captions
9009,241347496_1a35fec8dc.jpg,The football player gets ready to throw the ball .,축구 선수는 공을 던질 준비를합니다.
9010,241347547_902725b9f8.jpg,A football coach standing with his players behind him .,그의 선수들과 함께 서있는 축구 코치.
9011,241347547_902725b9f8.jpg,A group of football players in gold helmets stand around a man in a purple shirt .,금 헬멧의 축구 선수 그룹이 보라색 셔츠를 입은 남자 주위에 서 있습니다.
9012,241347547_902725b9f8.jpg,A group of footballs players is standing behind a coaching official .,축구 선수 그룹이 코칭 관계자 뒤에 서 있습니다.
9013,241347547_902725b9f8.jpg,A man in blue shirt is surrounded by football players .,블루 셔츠를 입은 남자는 축구 선수들로 둘러싸여 있습니다.
9014,241347547_902725b9f8.jpg,A man surrounded by football players .,축구 선수로 둘러싸인 남자.
9015,241347580_a1e20321d3.jpg,Two blonde girls wear sports jerseys while watching a game together .,두 금발 소녀는 함께 게임을 보면서 스포츠 유니폼을 입습니다.
9016,241347580_a1e20321d3.jpg,Two girls sit near a wall and watch a sporting event .,두 소녀가 벽 근처에 앉아 스포츠 행사를 봅니다.
9017,241347580_a1e20321d3.jpg,"Two girls wearing red jerseys , each with long light brown hair , sit in the stands .",긴 밝은 갈색 머리를 가진 빨간 유니폼을 입은 두 명의 소녀가 스탠드에 앉아 있습니다.
9018,241347580_a1e20321d3.jpg,"Two young , blonde girls in red and white ball uniforms with people behind them .",빨간색과 흰색 공을 입은 두 명의 젊고 금발 소녀들과 함께 사람들이 있습니다.
9019,241347580_a1e20321d3.jpg,Two young girls appear to be at attention during the national anthem .,두 명의 어린 소녀들이 국가에서 주목을 받고있는 것 같습니다.
9020,241347611_cb265be138.jpg,A coach in a white polo shirt on a football field,축구장의 흰색 폴로 셔츠 코치
9021,241347611_cb265be138.jpg,A football coach is walking on a football field .,축구 코치가 축구장을 걷고 있습니다.
9022,241347611_cb265be138.jpg,A man in a white shirt is walking on a football field in front of some players .,흰 셔츠를 입은 남자가 일부 선수 앞에서 축구장을 걷고 있습니다.
9023,241347611_cb265be138.jpg,A man on the coaching staff for OU has sunglasses on his head during a football game .,OU의 코칭 스태프의 한 남자는 축구 경기에서 머리에 선글라스를 가지고 있습니다.
9024,241347611_cb265be138.jpg,A team manager out on the football field during a game .,경기 도중 축구장에서 팀 관리자.
9025,241347635_e691395c2f.jpg,"A man in sunglasses , blue shirt and beige pants walks across an athletic field .","선글라스, 파란색 셔츠 및 베이지 색 바지를 입은 남자가 운동장을 가로 질러 걷는다."
9026,241347635_e691395c2f.jpg,A man is walking along a field .,남자가 들판을 따라 걷고 있습니다.
9027,241347635_e691395c2f.jpg,A man walks down a field with a crowd in the stands behind him .,한 남자는 그 뒤에있는 스탠드에 군중이있는 들판을 걷습니다.
9028,241347635_e691395c2f.jpg,The head coach is walking out on the field .,수석 코치는 현장에서 나가고 있습니다.
9029,241347635_e691395c2f.jpg,The man with the white pants and blue Nike shirt has a whistle around his neck .,흰 바지와 파란색 나이키 셔츠를 입은 남자는 목에 휘파람을 불렀습니다.
9030,241347664_4a3e7e5be7.jpg,A football team doing excercises,운동을하는 축구 팀
9031,241347664_4a3e7e5be7.jpg,A football team doing their stretches before the game starts .,경기가 시작되기 전에 축구 팀이 스트레칭을하고 있습니다.
9032,241347664_4a3e7e5be7.jpg,Football players are stretching together .,축구 선수들이 함께 스트레칭하고 있습니다.
9033,241347664_4a3e7e5be7.jpg,The football players are working on stretching their legs .,축구 선수들은 다리를 뻗기 위해 노력하고 있습니다.
9034,241347664_4a3e7e5be7.jpg,The four football players in red stretch on the green turf .,녹색 잔디에서 빨간 뻗어있는 4 명의 축구 선수.
9035,241347689_d0b1ac297d.jpg,african Americans play football .,아프리카 계 미국인은 축구를합니다.
9036,241347689_d0b1ac297d.jpg,A group of football players in red and white uniforms .,빨간색과 흰색 유니폼을 입은 축구 선수 그룹.
9037,241347689_d0b1ac297d.jpg,a large group of football players sitting on a field wearing red and white jerseys .,빨간색과 흰색 유니폼을 입고 필드에 앉아있는 많은 축구 선수 그룹.
9038,241347689_d0b1ac297d.jpg,Many football players sitting on the ground .,많은 축구 선수들이 땅에 앉아 있습니다.
9039,241347689_d0b1ac297d.jpg,"Two men in football uniforms sit on the grass , looking unhappy .",축구 유니폼을 입은 두 남자가 잔디 위에 앉아 불행 해 보입니다.
9040,241347700_ef2451d256.jpg,A fan checks his cellphone while watching a football game .,팬은 축구 경기를 보면서 핸드폰을 확인합니다.
9041,241347700_ef2451d256.jpg,A man dressed in red takes a picture of a sporting event .,빨간 옷을 입은 한 남자가 스포츠 행사 사진을 찍습니다.
9042,241347700_ef2451d256.jpg,A man in a red shirt is watching a football game .,빨간 셔츠를 입은 남자가 축구 경기를보고 있습니다.
9043,241347700_ef2451d256.jpg,A man in red holds up a cellphone on the sidelines of football game .,빨간색의 한 남자는 축구 경기의 부업에 핸드폰을 들고 있습니다.
9044,241347700_ef2451d256.jpg,A man in red takes cellphone pictures at a football game .,빨간색의 남자는 축구 경기에서 핸드폰 사진을 찍습니다.
9045,241347760_d44c8d3a01.jpg,A man is wearing a Sooners red football shirt and helmet .,한 남자가 빨리 빨간 축구 셔츠와 헬멧을 쓰고 있습니다.
9046,241347760_d44c8d3a01.jpg,A Oklahoma Sooners football player wearing his jersey number 28 .,오클라호마는 그의 저지 번호 28을 입고 축구 선수를 곧 올렸다.
9047,241347760_d44c8d3a01.jpg,A Sooners football player weas the number 28 and black armbands .,Sooners Football Player는 28 번과 검은 색 완장을 착용합니다.
9048,241347760_d44c8d3a01.jpg,Guy in red and white football uniform,빨간색과 흰색 축구 유니폼을 입은 사람
9049,241347760_d44c8d3a01.jpg,The American footballer is wearing a red and white strip .,미식 축구 선수는 빨간색과 흰색 스트립을 입고 있습니다.
9050,241347803_afb04b12c4.jpg,A football player is in a red and white uniform Sooners # 28 .,축구 선수는 빨간색과 흰색 유니폼 # 28입니다.
9051,241347803_afb04b12c4.jpg,A large football player in a red uniform,빨간 유니폼을 입은 큰 축구 선수
9052,241347803_afb04b12c4.jpg,A man in a red football uniform and helmet looks to the left .,빨간 축구 유니폼을 입은 남자가 왼쪽을 봅니다.
9053,241347803_afb04b12c4.jpg,The Oklahoma football player watches the game from the sidelines .,오클라호마 축구 선수는 사이드 라인에서 게임을 지켜 봅니다.
9054,241347803_afb04b12c4.jpg,This football team wears red shirts and red helmets .,이 축구 팀은 빨간 셔츠와 붉은 헬멧을 착용합니다.
9055,241347823_6b25c3e58e.jpg,A closeup photo of a football player for the Sooners team who is wearing a red jersey with the number 19 .,숫자 19의 빨간 저지를 입고있는 Sooners 팀을위한 축구 선수의 근접 촬영 사진.
9056,241347823_6b25c3e58e.jpg,A football player with a red Sooners jersey on .,빨간색이 저지를 가진 축구 선수.
9057,241347823_6b25c3e58e.jpg,A man wearing a red football uniform and gray gloves looks to the left .,붉은 축구 유니폼과 회색 장갑을 쓴 남자가 왼쪽을 보게됩니다.
9058,241347823_6b25c3e58e.jpg,An American footballer is wearing a red and white strip .,미식 축구 선수는 빨간색과 흰색 스트립을 입고 있습니다.
9059,241347823_6b25c3e58e.jpg,Man in playing football in Sooners jersey number 19,Sooners Jersey Number 19에서 축구를하는 사람
9060,241374292_11e3198daa.jpg,A crowd of people standing in front of statues .,조각상 앞에 서있는 사람들의 군중.
9061,241374292_11e3198daa.jpg,A group of people gather in front of plastic statues .,한 무리의 사람들이 플라스틱 조각상 앞에 모입니다.
9062,241374292_11e3198daa.jpg,Group of people gathering around a parade float .,퍼레이드 부유물 주위에 모이는 사람들의 그룹.
9063,241374292_11e3198daa.jpg,Several people are gathered by some statues .,몇몇 사람들은 일부 조각상에 의해 모입니다.
9064,241374292_11e3198daa.jpg,Some people are gathered around a truck carrying some statues .,어떤 사람들은 동상을 들고 트럭 주위에 모여 있습니다.
9065,2414352262_005ae90407.jpg,A child in a red jacket jumping off of a rock into sand .,바위에서 모래로 뛰어 내리는 빨간 재킷을 입은 아이.
9066,2414352262_005ae90407.jpg,A girl jumps off a rock while another stands on it .,소녀는 바위에서 뛰어 내리고 다른 사람이 그 위에 서 있습니다.
9067,2414352262_005ae90407.jpg,A girl with a red coat is jumping and the girl in the brown coat is holding a stick .,빨간 코트를 가진 소녀가 점프하고 있으며 갈색 코트의 소녀가 막대기를 들고 있습니다.
9068,2414352262_005ae90407.jpg,This girl is jumping off of a rock onto the sand .,이 소녀는 모래 위로 바위에서 뛰어 내리고 있습니다.
9069,2414352262_005ae90407.jpg,young girl in winter coat jumping off a boulder into the sand at a beach,겨울 코트의 어린 소녀 해변에서 모래로 바위에서 뛰어 내린 어린 소녀
9070,2414384480_096867d695.jpg,A group of people are standing on a platform and waiting for the subway train .,한 무리의 사람들이 플랫폼에 서서 지하철 열차를 기다리고 있습니다.
9071,2414384480_096867d695.jpg,Commuters on a subway platform as the train pulls in,기차가 들어 오면서 지하철 플랫폼의 통근자
9072,2414384480_096867d695.jpg,Crowd waiting fro the train .,기차를 기다리는 군중.
9073,2414384480_096867d695.jpg,many people wait for the train .,많은 사람들이 기차를 기다립니다.
9074,2414384480_096867d695.jpg,Several people wait for a train .,몇몇 사람들은 기차를 기다립니다.
9075,2414390475_28a0107bb0.jpg,A guy with long brown curly hair wearing a white t-shirt is looking into the camera with something in his mouth . a,흰색 티셔츠를 입고 긴 갈색 곱슬 머리를 가진 남자가 입에 무언가가있는 카메라를보고 있습니다. 에이
9076,2414390475_28a0107bb0.jpg,A man in a white t-shirt eating candy .,사탕을 먹는 흰 티셔츠를 입은 남자.
9077,2414390475_28a0107bb0.jpg,A man with a lolly pop in his mouth smiles .,입에 롤리팝을 가진 남자가 미소를 짓습니다.
9078,2414390475_28a0107bb0.jpg,A person with a lolly pop and a white shirt is smiling in a store .,롤리팝과 흰 셔츠를 입은 사람이 가게에서 웃고 있습니다.
9079,2414390475_28a0107bb0.jpg,Person in a graphic print t-shirt standing in front of shelves of purses and shoes .,지갑과 신발 선반 앞에 서있는 그래픽 프린트 티셔츠를 입은 사람.
9080,2414397449_2ac3b78e0d.jpg,A little white and black dog is leaping over a big brown dog 's head in a field of green grass .,작은 흰색과 검은 개가 푸른 잔디밭에서 큰 갈색 개 머리를 뛰어 넘고 있습니다.
9081,2414397449_2ac3b78e0d.jpg,A small dog lands on a big dog trying to get a disc .,작은 개가 디스크를 얻으려고하는 큰 개에 착륙합니다.
9082,2414397449_2ac3b78e0d.jpg,A small white dogs leaps over the back of a larger dog to chase his toy .,작은 흰 개가 더 큰 개 뒤쪽으로 뛰어 내려 그의 장난감을 쫓아냅니다.
9083,2414397449_2ac3b78e0d.jpg,Two dogs are playing in a field of tall grass .,두 마리의 개가 키가 큰 잔디밭에서 놀고 있습니다.
9084,2414397449_2ac3b78e0d.jpg,White and black dog jumping over red haired dog in grass .,풀에서 붉은 머리 개 위로 점프하는 흰색과 검은 개.
9085,2414710960_a4cde4af60.jpg,a black and white dog wearing a blue shirt carrying a toy in its mouth .,입에 장난감을 들고 파란 셔츠를 입은 흑백 개.
9086,2414710960_a4cde4af60.jpg,A brown dog with a blue suit on is playing with a toy over fake grass .,파란색 옷을 입은 갈색 개는 가짜 잔디 위에 장난감을 가지고 노는 것입니다.
9087,2414710960_a4cde4af60.jpg,A dog in a blue sweater leaps while holding an object in its mouth .,푸른 스웨터를 입은 개가 입에 물체를 잡고 도약합니다.
9088,2414710960_a4cde4af60.jpg,A dog wearing a blue sweater holds a yellow toy in its mouth .,푸른 스웨터를 입은 개는 입에 노란 장난감을 가지고 있습니다.
9089,2414710960_a4cde4af60.jpg,The black dog is wearing a blue jacket and playing with a toy .,검은 개는 파란 재킷을 입고 장난감을 가지고 놀고 있습니다.
9090,2414986483_004936f84b.jpg,A girl dances like a man in costume,소녀는 의상을 입은 남자처럼 춤을 추고 있습니다
9091,2414986483_004936f84b.jpg,A little girl and a man dancing .,어린 소녀와 남자 춤.
9092,2414986483_004936f84b.jpg,A man in a black suit dances with a young girl in plaid pants in an outdoor plaza .,검은 옷을 입은 남자는 야외 광장에서 격자 무늬 바지에 어린 소녀와 춤을 추고 있습니다.
9093,2414986483_004936f84b.jpg,The girl in the pink top is dancing with a man dressed in a blues brothers suit .,핑크 탑의 소녀는 블루스 브라더스 정장을 입은 남자와 춤을 추고 있습니다.
9094,2414986483_004936f84b.jpg,The little girl dances with a Blues Brothers impersonator .,어린 소녀는 블루스 브라더스 가장 한 사람과 춤을 추고 있습니다.
9095,2415265825_fbfe0c8556.jpg,A black dog walking on the beach .,해변을 걷는 검은 개.
9096,2415265825_fbfe0c8556.jpg,A black dog walks along a rocky beach .,검은 개가 바위 같은 해변을 따라 걷습니다.
9097,2415265825_fbfe0c8556.jpg,A wet black dog is walking in the sand .,젖은 검은 개가 모래를 걷고 있습니다.
9098,2415265825_fbfe0c8556.jpg,A wet black dog walks on the sand with a rock wall behind .,젖은 검은 개가 암벽 뒤에 모래를 걷는다.
9099,2415265825_fbfe0c8556.jpg,Large furry dog walking in the sand near large rocks .,큰 바위 근처의 모래에 걷는 큰 모피 개.
9100,2415803492_56a673dc25.jpg,A man and a girl stand in front of a large crowd .,남자와 소녀는 큰 군중 앞에 서 있습니다.
9101,2415803492_56a673dc25.jpg,A man dances with a girl .,남자는 여자와 춤을 추고 있습니다.
9102,2415803492_56a673dc25.jpg,A man in a suit dances with a young girl in front of an audience .,정장을 입은 남자는 청중 앞에서 어린 소녀와 춤을 추고 있습니다.
9103,2415803492_56a673dc25.jpg,A man wearing black dances with a young girl wearing a pink shirt .,핑크색 셔츠를 입은 어린 소녀와 함께 검은 춤을 추는 남자.
9104,2415803492_56a673dc25.jpg,The man wearing the blues brothers suit is dancing with the little girl in the pink top .,블루스 브라더스 정장을 입은 남자는 핑크 탑에서 어린 소녀와 춤을 추고 있습니다.
9105,2416964653_db3c2b6a0e.jpg,Two little girls with no facial expressions stand close to each other in a city .,얼굴 표정이없는 두 명의 어린 소녀가 도시에서 서로 가까이 서 있습니다.
9106,2416964653_db3c2b6a0e.jpg,Two young asian girls look off into the distance while standing in an urban area .,두 명의 젊은 아시아 소녀들이 도시 지역에 서있는 동안 거리를 바라본다.
9107,2416964653_db3c2b6a0e.jpg,Two young asian girls stand in the street and look concerned .,두 명의 젊은 아시아 소녀들이 길거리에 서서 걱정하고 있습니다.
9108,2416964653_db3c2b6a0e.jpg,Two young girls look at something .,두 소녀가 뭔가를 봅니다.
9109,2416964653_db3c2b6a0e.jpg,Two young girls looking very concerned .,두 명의 어린 소녀들이 매우 걱정하고 있습니다.
9110,2417341107_97dbab9c5e.jpg,A boy in black clothes is doing a cartwheel on the beach .,검은 옷을 입은 소년이 해변에서 카트 휠을하고 있습니다.
9111,2417341107_97dbab9c5e.jpg,A kid is doing a hand-stand on the beach .,아이가 해변에서 손으로 맡고 있습니다.
9112,2417341107_97dbab9c5e.jpg,A person with black shorts and shirt does a handstand on the beach .,검은 반바지와 셔츠를 가진 사람이 해변에서 손을 대고 있습니다.
9113,2417341107_97dbab9c5e.jpg,A young boy doing a handstand on the beach .,어린 소년이 해변에서 손을 대고 있습니다.
9114,2417341107_97dbab9c5e.jpg,The person is doing a handstand on the beach .,그 사람은 해변에서 손을 대고 있습니다.
9115,2417623030_afdc1024b5.jpg,A group of people stand on a brick path .,한 무리의 사람들이 벽돌 길에 서 있습니다.
9116,2417623030_afdc1024b5.jpg,Four runners pose for a picture .,4 명의 주자가 사진을 위해 포즈를 취합니다.
9117,2417623030_afdc1024b5.jpg,They are posing for a picture .,그들은 사진을 위해 포즈를 취하고 있습니다.
9118,2417623030_afdc1024b5.jpg,Two couples stop to take a photo .,두 커플은 사진을 찍는 것을 멈 춥니 다.
9119,2417623030_afdc1024b5.jpg,Two young couples posing for a picture in exercise clothing .,운동복에서 사진을 찍기 위해 포즈를 취하는 두 명의 젊은 부부.
9120,2417745327_a2c2705043.jpg,A brown dog runs through the water as a wave comes .,파도가 오면 갈색 개가 물을 통과합니다.
9121,2417745327_a2c2705043.jpg,A brown dog runs through the water in the ocean .,갈색 개가 바다의 물을 통과합니다.
9122,2417745327_a2c2705043.jpg,A dog is running through the ocean .,개가 바다를 통과하고 있습니다.
9123,2417745327_a2c2705043.jpg,The brown dog is running in the water .,갈색 개가 물 속에서 달리고 있습니다.
9124,2417745327_a2c2705043.jpg,The brown dog is running parallel to the waves in the water .,갈색 개는 물의 파도와 평행하게 달리고 있습니다.
9125,2418191216_82711d5c5c.jpg,An older woman in hiking clothing and a summer hat smiles .,하이킹 의류와 여름 모자 미소를 가진 나이 많은 여성.
9126,2418191216_82711d5c5c.jpg,An old lady wearing a hat and smiling .,모자를 쓰고 웃는 노부.
9127,2418191216_82711d5c5c.jpg,A woman in a sunhat is wearing sunglasses and laughing .,Sunhat의 한 여성이 선글라스를 입고 웃고 있습니다.
9128,2418191216_82711d5c5c.jpg,"A woman with a hat , sunglasses and a backpack walks outdoors .","모자, 선글라스 및 배낭이있는 여성이 야외에서 걷습니다."
9129,2418191216_82711d5c5c.jpg,Women in hat and sunglasses smiles .,모자와 선글라스의 여성들은 미소를 짓습니다.
9130,2419186511_f0ce5f9685.jpg,A baby is taking a bath in a bowl full of water .,아기가 물로 가득 찬 그릇에 목욕을하고 있습니다.
9131,2419186511_f0ce5f9685.jpg,a baby who is sticking out its tongue is being held inside a bowl of water .,혀를 내밀고있는 아기가 물 한 그릇 안에 들어가고 있습니다.
9132,2419186511_f0ce5f9685.jpg,A cute baby takes a bath in a large clear bowl .,귀여운 아기는 큰 맑은 그릇에 목욕을합니다.
9133,2419186511_f0ce5f9685.jpg,A little baby is taking a bath in a large Tupperware bowl filled with water .,작은 아기가 물로 채워진 큰 Tupperware 그릇에 목욕을하고 있습니다.
9134,2419186511_f0ce5f9685.jpg,A smiling baby is sitting in a large plastic tub of water .,웃는 아기가 큰 플라스틱 욕조에 앉아 있습니다.
9135,2419221084_01a14176b4.jpg,A white dog runs past another dog who is standing beside some patio furniture .,흰 개는 안뜰 가구 옆에 서있는 다른 개를지나갑니다.
9136,2419221084_01a14176b4.jpg,Two dogs are outside near patio furniture .,두 마리의 개가 안뜰 가구 근처에 있습니다.
9137,2419221084_01a14176b4.jpg,two small brown and white dogs standing beside some white chairs,흰색 의자 옆에 서있는 두 개의 작은 갈색과 흰 개
9138,2419221084_01a14176b4.jpg,Two small dogs play on the lawn .,두 개의 작은 개가 잔디밭에서 놀아요.
9139,2419221084_01a14176b4.jpg,Two small white dogs play in the yard .,두 명의 작은 흰 개가 마당에서 놀아요.
9140,2419591925_1038c6c570.jpg,A boy in a brown jacket is standing on chains between two wooden posts .,갈색 재킷을 입은 소년이 두 개의 나무 기둥 사이의 사슬 위에 서 있습니다.
9141,2419591925_1038c6c570.jpg,A child standing on a heavy chain fence at a dock .,아이가 부두에서 무거운 사슬 울타리에 서있는 아이.
9142,2419591925_1038c6c570.jpg,A little boy climbing over a chain fence .,체인 울타리 위로 올라가는 어린 소년.
9143,2419591925_1038c6c570.jpg,A little boy standing and playing on a chained fence .,어린 소년이 서서 묶여있는 울타리에 놀았습니다.
9144,2419591925_1038c6c570.jpg,Boy climbing on a chain fence .,체인 울타리에 등반.
9145,2419797375_553f867472.jpg,A girl sits in a car wearing sunglasses and a hat .,소녀는 선글라스와 모자를 쓰고 차에 앉아 있습니다.
9146,2419797375_553f867472.jpg,a girl wears black sunglasses .,소녀는 검은 색 선글라스를 입는다.
9147,2419797375_553f867472.jpg,A little girt in sunglasses and warm coat going for a ride .,선글라스에 약간의 거인과 따뜻한 코트가 타기 위해갑니다.
9148,2419797375_553f867472.jpg,A small child with winter gear wears black sunglasses and a blue hat .,겨울 장비를 가진 작은 아이는 검은 색 선글라스와 파란 모자를 착용합니다.
9149,2419797375_553f867472.jpg,A smiling child wearing a hat and sunglasses sits in a car .,모자와 선글라스를 입고 웃는 아이가 차 안에 앉아 있습니다.
9150,2420546021_4a59790da6.jpg,"A child is in colorful , native clothing .",아이는 화려하고 원주민 옷을 입고 있습니다.
9151,2420546021_4a59790da6.jpg,A girl in colorful clothes and hat posing for the camera .,화려한 옷을 입은 소녀와 카메라를 위해 모자를 포즈를 취합니다.
9152,2420546021_4a59790da6.jpg,An Asian girl is dressed in a colorful costume and yellow headdress .,아시아 소녀는 화려한 의상과 노란 머리 장식을 입고 있습니다.
9153,2420546021_4a59790da6.jpg,A woman wearing a colorful costume looks at the camera .,화려한 의상을 입은 여성이 카메라를 봅니다.
9154,2420546021_4a59790da6.jpg,A young woman with colorful clothes on .,화려한 옷을 입은 젊은 여성.
9155,242064301_a9d12f1754.jpg,A man walking in front of a black cement wall with a bag on his shoulder .,어깨에 가방이있는 검은 시멘트 벽 앞에서 걷는 남자.
9156,242064301_a9d12f1754.jpg,A man wearing a black shirt and carrying a messenger bag is walking .,검은 셔츠를 입고 메신저 백을 들고있는 남자가 걷고 있습니다.
9157,242064301_a9d12f1754.jpg,A man with a brown bag walks in front of a gray wall .,갈색 가방을 가진 남자가 회색 벽 앞에서 걷는다.
9158,242064301_a9d12f1754.jpg,A man with a messenger bag in front of a gray tile wall .,회색 타일 벽 앞에 메신저 백을 가진 남자.
9159,242064301_a9d12f1754.jpg,There is a man walking with a bag in front of a black square paneled wall .,검은 정사각형 패널 벽 앞에 가방을 가지고 걷는 남자가 있습니다.
9160,2420696992_22e0dd467d.jpg,A child in an orange shirt sitting on a blue and white toy car .,파란색과 흰색 장난감 자동차에 앉아 오렌지 셔츠를 입은 아이.
9161,2420696992_22e0dd467d.jpg,A little boy with an orange shirt is riding his blue and white toy car .,오렌지 셔츠를 입은 어린 소년이 파란색과 흰색 장난감 자동차를 타고 있습니다.
9162,2420696992_22e0dd467d.jpg,A small child on a blue toy is wearing an orange shirt .,파란 장난감에 작은 아이가 오렌지 셔츠를 입고 있습니다.
9163,2420696992_22e0dd467d.jpg,A toddler boy is riding a push car designed as a police car in a home .,유아 소년은 집에서 경찰차로 설계된 푸시 자동차를 타고 있습니다.
9164,2420696992_22e0dd467d.jpg,The boy is riding on a toy truck .,소년은 장난감 트럭을 타고 있습니다.
9165,2420730259_86e7f8a815.jpg,A man holding and kissing a crying little boy on the cheek .,뺨에 울고있는 어린 소년을 들고 키스하는 남자.
9166,2420730259_86e7f8a815.jpg,a man in a green shirt is kissing a crying toddler whilst watching runners in a road race .,녹색 셔츠를 입은 남자가로드 레이스에서 주자를 보면서 울고있는 유아와 키스하고 있습니다.
9167,2420730259_86e7f8a815.jpg,A man kissing a baby at a marathon .,마라톤에서 아기에게 키스하는 남자.
9168,2420730259_86e7f8a815.jpg,A man wearing a green shirt is trying to comfort his crying child by holding the child and giving him a kiss on the cheek .,녹색 셔츠를 입은 남자는 아이를 안고 뺨에 키스를함으로써 울고있는 아이를 위로하려고합니다.
9169,2420730259_86e7f8a815.jpg,Man kisses crying baby at a marathon .,남자는 마라톤에서 울고 아기에게 키스합니다.
9170,242109387_e497277e07.jpg,A boy bounces in an inflatable playhouse .,소년이 풍선 플레이 하우스에서 튀어 오릅니다.
9171,242109387_e497277e07.jpg,A boy in a blue shirt plays in a jumping tent .,파란색 셔츠를 입은 소년이 점프 텐트에서 재생됩니다.
9172,242109387_e497277e07.jpg,A boy jumping in a moonwalk .,문 워크에서 점프하는 소년.
9173,242109387_e497277e07.jpg,A kid takes flight inside a multicolored balloon bounce house .,아이는 여러 가지 색상의 풍선 바운스 하우스 안에서 비행기를 타게됩니다.
9174,242109387_e497277e07.jpg,A young boy jumping in a jumping castle .,어린 소년이 점프 성에서 점프하고 있습니다.
9175,2421446839_fe7d46c177.jpg,"A dog jumps up towards a woman in a car , while another dog is outside the car .",개가 차 안에서 여자쪽으로 뛰어 올라가고 다른 개는 차 밖에 있습니다.
9176,2421446839_fe7d46c177.jpg,An orange dog and a little white dog with black spots are next to a white car .,오렌지 개와 검은 반점이있는 작은 흰 개가 흰색 차 옆에 있습니다.
9177,2421446839_fe7d46c177.jpg,A small black and white dog jumps at a woman in a white jeep while a golden dog follows beside them .,작은 흑백 개가 흰 지프에서 여자에게 점프하는 동안 황금 개는 옆에 있습니다.
9178,2421446839_fe7d46c177.jpg,A small dog jumps by a car to reach a lady 's face while another dog watches .,작은 개가 차를 타고 뛰어 내려 다른 개가 시계를 보는 동안 숙녀의 얼굴에 도달합니다.
9179,2421446839_fe7d46c177.jpg,White and black dog jumps at someone through car window .,흰색과 검은 개가 자동차 창문을 통해 누군가를 뛰어 넘습니다.
9180,2422018883_336519b5c6.jpg,A baby in a white and pink dress walks outside .,흰색과 분홍색 드레스를 입은 아기가 밖으로 산책합니다.
9181,2422018883_336519b5c6.jpg,A little girl wears a white dress and pink flip flops .,어린 소녀는 하얀 드레스와 핑크색 플립 플롭을 착용합니다.
9182,2422018883_336519b5c6.jpg,A small toddler girl in a white dress walking,하얀 드레스를 입은 작은 유아 소녀
9183,2422018883_336519b5c6.jpg,A young Asian girl wearing a dress running .,드레스를 입고있는 젊은 아시아 소녀.
9184,2422018883_336519b5c6.jpg,A young Asian girl wearing flip flops and a flowered sundress runs down the street .,플립 플롭과 꽃을 피우는 썬 드레스를 입은 젊은 아시아 소녀가 길을 따라 달려갑니다.
9185,2422302286_385725e3cf.jpg,A child sits in a plastic toy car .,아이는 플라스틱 장난감 자동차에 앉아 있습니다.
9186,2422302286_385725e3cf.jpg,A little kid in a toy car .,장난감 자동차에 작은 아이.
9187,2422302286_385725e3cf.jpg,Small girl riding in play car .,놀이 차에서 타는 작은 소녀.
9188,2422302286_385725e3cf.jpg,There is a child in a red and yellow toy car .,빨간색과 노란색 장난감 자동차에 아이가 있습니다.
9189,2422302286_385725e3cf.jpg,The small child is sitting in a red and yellow toy car .,작은 아이는 빨간색과 노란색 장난감 자동차에 앉아 있습니다.
9190,2422482455_b98d9c2120.jpg,A man in an orange shirt plays fetch with a black French poodle,오렌지 셔츠를 입은 남자가 검은 프랑스 푸들로 가져 오는
9191,2422482455_b98d9c2120.jpg,A person in an orange coat prepares to throw a stick to a black dog .,오렌지 코트를 입은 사람은 검은 개에게 막대기를 던질 준비를합니다.
9192,2422482455_b98d9c2120.jpg,A person playing with her large black dog .,그녀의 큰 검은 개를 가지고 노는 사람.
9193,2422482455_b98d9c2120.jpg,A woman holding a stick out for a dog .,개를 위해 막대기를 들고있는 여자.
9194,2422482455_b98d9c2120.jpg,Woman in orange jacket playing with a black dog,오렌지 재킷을 입은 여자 검은 개를 가지고 노는 여자
9195,2423085253_6c19149855.jpg,A child running outside with a bright colored ball next to her .,그녀 옆에 밝은 색의 공을 가지고 밖에서 달리는 아이.
9196,2423085253_6c19149855.jpg,A little girl in a red and white shirt is playing with a inflatable ball .,빨간색과 흰색 셔츠를 입은 어린 소녀가 풍선 공을 가지고 놀고 있습니다.
9197,2423085253_6c19149855.jpg,A little girl is running by a colorful ball on the grass .,어린 소녀가 잔디에 다채로운 공으로 달리고 있습니다.
9198,2423085253_6c19149855.jpg,"A little girl , running in the grass , kicking a beach ball .",잔디밭에서 달리는 어린 소녀가 해변 공을 차고 있습니다.
9199,2423085253_6c19149855.jpg,The girl is running on the grass next to a colorful toy .,소녀는 화려한 장난감 옆에 잔디에서 달리고 있습니다.
9200,2423138514_950f79e432.jpg,Two naked boys at a pool .,수영장에서 두 명의 벌거 벗은 소년.
9201,2423138514_950f79e432.jpg,Two naked boys smiling and playing .,두 명의 벌거 벗은 소년이 웃고 놀았습니다.
9202,2423138514_950f79e432.jpg,"Two naked children , one with a mark on his chest .",가슴에 자국이있는 두 명의 벌거 벗은 아이들.
9203,2423138514_950f79e432.jpg,Two naked young boys play in the water .,두 명의 벌거 벗은 어린 소년이 물에서 놀아요.
9204,2423138514_950f79e432.jpg,"Two young , naked boys are wet , while one raises his arm .",두 명의 젊고 벌거 벗은 소년이 젖고 한 명은 팔을 올립니다.
